Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P9WGC3	reviewed	Y3284_MYCTU	Uncharacterized SufE-like protein Rv3284	Rv3284 MTCY71.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	143
P9WGF9	reviewed	Y1276_MYCTU	Uncharacterized protein Rv1276c (EC 3.1.3.-)	Rv1276c MTCY50.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	158
P9WHW7	reviewed	PPE69_MYCTU	Uncharacterized PPE family protein PPE69	PPE69 Rv3892c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	399
P9WHX9	reviewed	PPE61_MYCTU	Uncharacterized PPE family protein PPE61	PPE61 Rv3532	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	406
P9WHY1	reviewed	PPE59_MYCTU	Uncharacterized PPE family protein PPE59	PPE59 Rv3429 MTCY77.01	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	178
P9WHY5	reviewed	PPE49_MYCTU	Uncharacterized PPE family protein PPE49	PPE49 Rv3125c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	391
P9WHZ3	reviewed	PPE44_MYCTU	Uncharacterized PPE family protein PPE44	PPE44 Rv2770c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	382
P9WHZ7	reviewed	PPE40_MYCTU	Uncharacterized PPE family protein PPE40	PPE40 Rv2356c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	615
P9WHZ9	reviewed	PPE38_MYCTU	Uncharacterized PPE family protein PPE38	PPE38 Rv2352c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	391
P9WI07	reviewed	PPE30_MYCTU	Uncharacterized PPE family protein PPE30	PPE30 Rv1802 MTV049.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	463
P9WI15	reviewed	PPE24_MYCTU	Uncharacterized PPE family protein PPE24	PPE24 Rv1753c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1053
P9WI17	reviewed	PPE23_MYCTU	Uncharacterized PPE family protein PPE23	PPE23 Rv1706c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	394
P9WI19	reviewed	PPE22_MYCTU	Uncharacterized PPE family protein PPE22	PPE22 Rv1705c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	385
P9WI33	reviewed	PPE14_MYCTU	Uncharacterized PPE family protein PPE14	PPE14 Rv0915c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	423
P9WI37	reviewed	PPE12_MYCTU	Uncharacterized PPE family protein PPE12	PPE12 Rv0755c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	645
P9WI89	reviewed	Y3633_MYCTU	Uncharacterized protein Rv3633	Rv3633 MTCY15C10.19c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	291
P9WI91	reviewed	Y1501_MYCTU	Uncharacterized protein Rv1501	Rv1501 MTCY277.23	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	273
P9WIE9	reviewed	PG44_MYCTU	Uncharacterized PE-PGRS family protein PE_PGRS44	PE_PGRS44 Rv2591 MTCY227.10c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	543
P9WIF7	reviewed	PG24_MYCTU	Uncharacterized PE-PGRS family protein PE_PGRS24	PE_PGRS24 Rv1325c MTCY130.10c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	603
P9WIG1	reviewed	PG10_MYCTU	Uncharacterized PE-PGRS family protein PE_PGRS10	PE_PGRS10 Rv0747 MTV041.21	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	801
P9WIH5	reviewed	Y2047_MYCTU	Uncharacterized protein Rv2047c	Rv2047c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	854
P9WIP5	reviewed	MBTH_MYCTU	Protein MbtH	mbtH Rv2377c MTCY27.03	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	71
P9WJ15	reviewed	VPB48_MYCTU	Putative antitoxin VapB48	vapB48 Rv3697A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	74
P9WJ17	reviewed	VPB44_MYCTU	Putative antitoxin VapB44	vapB44 Rv3321c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	80
P9WJ19	reviewed	VPB42_MYCTU	Putative antitoxin VapB42	vapB42 Rv2760c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	89
P9WJ25	reviewed	VPB38_MYCTU	Putative antitoxin VapB38	vapB38 Rv2493	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	73
P9WJ27	reviewed	VPB37_MYCTU	Putative antitoxin VapB37	vapB37 Rv2104c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	84
P9WJ29	reviewed	VPB36_MYCTU	Putative antitoxin VapB36	vapB36 Rv1982A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	86
P9WJ31	reviewed	VPB34_MYCTU	Putative antitoxin VapB34	vapB34 Rv1740	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	70
P9WJ37	reviewed	VPB29_MYCTU	Putative antitoxin VapB29	vapB29 Rv0616A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	75
P9WJ41	reviewed	VPB24_MYCTU	Putative antitoxin VapB24	vapB24 Rv0239	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	77
P9WJ47	reviewed	VPB18_MYCTU	Putative antitoxin VapB18	vapB18 Rv2545	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	92
P9WJ49	reviewed	VPB17_MYCTU	Putative antitoxin VapB17	vapB17 Rv2526	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	75
P9WJ51	reviewed	VPB13_MYCTU	Putative antitoxin VapB13	vapB13 Rv1839c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	87
P9WJ53	reviewed	VPB12_MYCTU	Putative antitoxin VapB12	vapB12 Rv1721c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	75
P9WJ55	reviewed	VAPB9_MYCTU	Putative antitoxin VapB9	vapB9 Rv0959A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	73
P9WJ57	reviewed	VAPB6_MYCTU	Putative antitoxin VapB6	vapB6 Rv0657c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	51
P9WJ77	reviewed	OMP2_MYCTU	Outer membrane protein Rv1973	Rv1973	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	160
P9WJ95	reviewed	INIC_MYCTU	Isoniazid-induced protein IniC	iniC Rv0343	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	493
P9WJ97	reviewed	INIB_MYCTU	Isoniazid-induced protein IniB	iniB Rv0341	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	479
P9WJH9	reviewed	Y2913_MYCTU	Uncharacterized protein Rv2913c	Rv2913c MTCY274.45c MTCY338.01c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	611
P9WJX1	reviewed	Y2456_MYCTU	Uncharacterized MFS-type transporter Rv2456c	Rv2456c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	418
P9WJX5	reviewed	Y849_MYCTU	Uncharacterized MFS-type transporter Rv0849	Rv0849	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	419
P9WJY1	reviewed	Y037_MYCTU	Uncharacterized MFS-type transporter Rv0037c	Rv0037c MTCY10H4.37c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	441
P9WJZ3	reviewed	Y3037_MYCTU	Uncharacterized S-adenosylmethionine-dependent methyltransferase Rv3037c (EC 2.1.1.-)	Rv3037c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	358
P9WJZ5	reviewed	Y2003_MYCTU	Uncharacterized protein Rv2003c	Rv2003c MTCY39.14	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	285
P9WJZ9	reviewed	Y224_MYCTU	Uncharacterized methyltransferase Rv0224c (EC 2.1.1.-)	Rv0224c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	254
P9WK39	reviewed	LPRP_MYCTU	Uncharacterized lipoprotein LprP	lprP Rv0962c MTCY10D7.12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	224
P9WK57	reviewed	LPQV_MYCTU	Putative lipoprotein LpqV	lpqV Rv1064c MTV017.17c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	139
P9WK69	reviewed	LPPP_MYCTU	Putative lipoprotein LppP	lppP Rv2330c MTCY3G12.04	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	175
P9WKH5	reviewed	YIA4_MYCTU	Insertion element IS6110 uncharacterized 12.0 kDa protein	Rv0795 MTV042.05; Rv1370c MTCY02B12.04c; Rv1757c MTCY28.23c; Rv1763 MTCY28.29; Rv2105 MTCY261.01; Rv2168c MTV021.01c; Rv2278 MTCY339.32c; Rv2354 MTCY98.23; Rv2480c MTV008.36c; Rv2648 MTCY441.17A; Rv2815c MTCY16B7.28; Rv3184 MYV014.28; Rv3186 MTV014.30; Rv3325 MTV016.25; Rv3381c MTV004.39c; Rv3474 MTCY13E12.27	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	108
P9WKL3	reviewed	Y559_MYCTU	Uncharacterized protein Rv0559c	Rv0559c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	112
P9WKL7	reviewed	Y970_MYCTU	Uncharacterized protein Rv0970	Rv0970 MTCY10D7.04c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	210
P9WKL9	reviewed	Y968_MYCTU	Uncharacterized protein Rv0968	Rv0968 MTCY10D7.06c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	98
P9WKM1	reviewed	Y966_MYCTU	Uncharacterized protein Rv0966c	Rv0966c MTCY10D7.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	200
P9WKM3	reviewed	Y965_MYCTU	Uncharacterized protein Rv0965c	Rv0965c MTCY10D7.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	139
P9WKM5	reviewed	Y964_MYCTU	Uncharacterized protein Rv0964c	Rv0964c MTCY10D7.10	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	160
P9WKM7	reviewed	Y963_MYCTU	Uncharacterized protein Rv0963c	Rv0963c MTCY10D7.11	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	266
P9WKM9	reviewed	Y961_MYCTU	Uncharacterized protein Rv0961	Rv0961 MTCY10D7.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	115
P9WKN1	reviewed	Y959_MYCTU	Uncharacterized protein Rv0959	Rv0959 MTCY10D7.15c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	672
P9WKN3	reviewed	Y955_MYCTU	Uncharacterized protein Rv0955	Rv0955 MTCY10D7.19c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	455
P9WKN5	reviewed	Y953_MYCTU	Uncharacterized protein Rv0953c	Rv0953c MTCY10D7.21	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	282
P9WKN7	reviewed	Y943_MYCTU	Uncharacterized protein Rv0943c	Rv0943c MTCY10D7.31	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	346
P9WKN9	reviewed	Y942_MYCTU	Uncharacterized protein Rv0942	Rv0942 MTCY10D7.32c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	92
P9WKP1	reviewed	Y940_MYCTU	Uncharacterized protein Rv0940c	Rv0940c MTCY10D7.34	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	288
P9WKP5	reviewed	Y898_MYCTU	Uncharacterized protein Rv0898c	Rv0898c MTCY31.26c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	87
P9WKP7	reviewed	Y897_MYCTU	Uncharacterized protein Rv0897c	Rv0897c MTCY31.25c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	535
P9WKP9	reviewed	Y894_MYCTU	Uncharacterized protein Rv0894	Rv0894 MTCY31.22	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	393
P9WKQ3	reviewed	Y887_MYCTU	Uncharacterized protein Rv0887c	Rv0887c MTCY31.15c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	170
P9WKQ5	reviewed	Y885_MYCTU	Uncharacterized protein Rv0885	Rv0885 MTCY31.13	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	340
P9WKQ7	reviewed	Y883_MYCTU	Uncharacterized protein Rv0883c	Rv0883c MTCY31.11c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	253
P9WKQ9	reviewed	Y882_MYCTU	Uncharacterized protein Rv0882	Rv0882 MTCY31.10	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	94
P9WKR1	reviewed	Y879_MYCTU	Uncharacterized protein Rv0879c	Rv0879c MTCY31.07c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	91
P9WKR3	reviewed	Y877_MYCTU	Uncharacterized protein Rv0877	Rv0877 MTCY31.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	262
P9WKR7	reviewed	Y875_MYCTU	Uncharacterized protein Rv0875c	Rv0875c MTCY31.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	162
P9WKS1	reviewed	Y739_MYCTU	Uncharacterized protein Rv0739	Rv0739 MTV041.13	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	268
P9WKS3	reviewed	Y738_MYCTU	Uncharacterized protein Rv0738	Rv0738	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	182
P9WKS5	reviewed	Y634A_MYCTU	Uncharacterized protein Rv0634A	Rv0634A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83
P9WKS9	reviewed	Y508_MYCTU	Uncharacterized protein Rv0508	Rv0508 MTCY20G9.35	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	97
P9WKT1	reviewed	Y502_MYCTU	Uncharacterized protein Rv0502	Rv0502 MTCY20G9.29	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	358
P9WKT5	reviewed	Y500B_MYCTU	Uncharacterized protein Rv0500B	Rv0500B	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	33
P9WKT7	reviewed	Y500A_MYCTU	Putative DNA-binding protein Rv0500A	Rv0500A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	78
P9WKT9	reviewed	Y499_MYCTU	Uncharacterized protein Rv0499	Rv0499 MTCY20G9.25	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	291
P9WKU1	reviewed	Y498_MYCTU	Uncharacterized protein Rv0498	Rv0498 MTCY20G9.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	280
P9WKU5	reviewed	Y495_MYCTU	Uncharacterized protein Rv0495c	Rv0495c MTCY20G9.21c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	296
P9WKU7	reviewed	Y493_MYCTU	Uncharacterized protein Rv0493c	Rv0493c MTCY20G9.19c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	329
P9WKU9	reviewed	Y487_MYCTU	Uncharacterized protein Rv0487	Rv0487 MTCY20G9.13	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	183
P9WKV5	reviewed	Y481_MYCTU	Uncharacterized protein Rv0481c	Rv0481c MTCY20G9.07c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	174
P9WKV9	reviewed	Y477_MYCTU	Uncharacterized protein Rv0477	Rv0477 MTCY20G9.03	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	148
P9WKW1	reviewed	Y476_MYCTU	Uncharacterized protein Rv0476	Rv0476 MTCY20G9.02	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	87
P9WKW3	reviewed	Y441_MYCTU	Uncharacterized protein Rv0441c	Rv0441c MTV037.05c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	142
P9WKW7	reviewed	Y3788_MYCTU	Uncharacterized protein Rv3788	Rv3788 MTCY13D12.22	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	161
P9WKX1	reviewed	Y3785_MYCTU	Uncharacterized protein Rv3785	Rv3785 MTCY13D12.19	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	357
P9WKX9	reviewed	Y3630_MYCTU	Uncharacterized protein Rv3630	Rv3630 MTCY15C10.22c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	431
P9WKY1	reviewed	Y3466_MYCTU	Uncharacterized protein Rv3466	Rv3466 MTCY13E12.19	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	222
P9WKY3	reviewed	Y3424_MYCTU	Uncharacterized protein Rv3424c	Rv3424c MTCY78.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	120
P9WKY7	reviewed	Y3421_MYCTU	Uncharacterized protein Rv3421c	Rv3421c MTCY78.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	211
P9WKY9	reviewed	Y3412_MYCTU	Uncharacterized protein Rv3412	Rv3412 MTCY78.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	136
P9WKZ5	reviewed	Y3403_MYCTU	Uncharacterized protein Rv3403c	Rv3403c MTCY78.25	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	533
P9WKZ7	reviewed	Y3400_MYCTU	Uncharacterized protein Rv3400	Rv3400 MTCY78.28c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	262
P9WKZ9	reviewed	Y3395_MYCTU	Uncharacterized protein Rv3395c	Rv3395c MTCY78.33	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	204
P9WL03	reviewed	Y313_MYCTU	Uncharacterized protein Rv0313	Rv0313	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	128
P9WL05	reviewed	Y3129_MYCTU	Uncharacterized protein Rv3129	Rv3129	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	110
P9WL09	reviewed	Y3126_MYCTU	Uncharacterized protein Rv3126c	Rv3126c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	104
P9WL11	reviewed	Y3073_MYCTU	Uncharacterized protein Rv3073c	Rv3073c MTCY22D7.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	118
P9WL13	reviewed	Y2929_MYCTU	Uncharacterized protein Rv2929	Rv2929 MTCY338.18	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	103
P9WL15	reviewed	Y2927_MYCTU	Uncharacterized protein Rv2927c	Rv2927c MTCY338.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	245
P9WL17	reviewed	Y2926_MYCTU	Uncharacterized protein Rv2926c	Rv2926c MTCY338.15c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	207
P9WL19	reviewed	Y2923_MYCTU	Uncharacterized protein Rv2923c	Rv2923c MTCY338.12c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	137
P9WL23	reviewed	Y2915_MYCTU	Uncharacterized protein Rv2915c	Rv2915c MTCY338.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	370
P9WL25	reviewed	Y2910_MYCTU	Uncharacterized protein Rv2910c	Rv2910c MTCY274.42c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	147
P9WL27	reviewed	Y2901_MYCTU	Uncharacterized protein Rv2901c	Rv2901c MTCY274.32c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	101
P9WL39	reviewed	Y2876_MYCTU	Uncharacterized protein Rv2876	Rv2876 MTCY274.07	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	104
P9WL47	reviewed	Y2658_MYCTU	Uncharacterized protein Rv2658c	Rv2658c MTCY441.27c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	120
P9WL49	reviewed	Y2656_MYCTU	Uncharacterized protein Rv2656c	Rv2656c MTCY441.25c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	130
P9WL51	reviewed	Y2645_MYCTU	Uncharacterized protein Rv2645	Rv2645 MTCY441.15	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	143
P9WL53	reviewed	Y2644_MYCTU	Uncharacterized protein Rv2644c	Rv2644c MTCY441.14c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	105
P9WL55	reviewed	Y2636_MYCTU	Putative O-phosphotransferase Rv2636 (EC 2.7.1.-)	Rv2636 MTCY441.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	225
P9WL57	reviewed	Y2635_MYCTU	Uncharacterized protein Rv2635	Rv2635 MTCY441.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	80
P9WL59	reviewed	Y2633_MYCTU	Uncharacterized protein Rv2633c	Rv2633c MTCY441.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	161
P9WL61	reviewed	Y2632_MYCTU	Uncharacterized protein Rv2632c	Rv2632c MTCY441.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	93
P9WL65	reviewed	Y2628_MYCTU	Putative uncharacterized protein Rv2628	Rv2628	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	120
P9WL67	reviewed	Y2627_MYCTU	Uncharacterized protein Rv2627c	Rv2627c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	413
P9WL69	reviewed	Y2599_MYCTU	Uncharacterized protein Rv2599	Rv2599 MTCY227.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	143
P9WL71	reviewed	Y2598_MYCTU	Uncharacterized protein Rv2598	Rv2598 MTCY227.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	164
P9WL73	reviewed	Y2597_MYCTU	Uncharacterized protein Rv2597	Rv2597 MTCY227.04c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	206
P9WL83	reviewed	Y2576_MYCTU	Uncharacterized protein Rv2576c	Rv2576c MTCY227.25	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	154
P9WL87	reviewed	Y2574_MYCTU	Uncharacterized protein Rv2574	Rv2574 MTCY227.27c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	167
P9WL91	reviewed	Y2570_MYCTU	Uncharacterized protein Rv2570	Rv2570 MTCY227.31c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	129
P9WL93	reviewed	Y2569_MYCTU	Uncharacterized protein Rv2569c	Rv2569c MTCY227.32	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	314
P9WL95	reviewed	Y2568_MYCTU	Uncharacterized protein Rv2568c	Rv2568c MTCY227.33	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	341
P9WL97	reviewed	Y2567_MYCTU	Uncharacterized protein Rv2567	Rv2567 MTCY227.34c MTCY9C4.01c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	884
P9WL99	reviewed	Y2561_MYCTU	Uncharacterized protein Rv2561/Rv2562	Rv2561/Rv2562 MTCY9C4.07c/MTCY9C4.06c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	212
P9WLA3	reviewed	Y2558_MYCTU	Uncharacterized protein Rv2558	Rv2558 MTCY9C4.10c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	236
P9WLA5	reviewed	Y2557_MYCTU	Uncharacterized protein Rv2557	Rv2557 MTCY9C4.11c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	224
P9WLA7	reviewed	Y2468_MYCTU	Uncharacterized protein Rv2468c	Rv2468c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	167
P9WLA9	reviewed	Y2411_MYCTU	Uncharacterized protein Rv2411c	Rv2411c MTCY253.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	551
P9WLB1	reviewed	Y236A_MYCTU	Putative secreted protein Rv0236.1	Rv0236.1 Rv0236A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	57
P9WLB3	reviewed	Y2331_MYCTU	Uncharacterized protein Rv2331	Rv2331 MTCY3G12.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	128
P9WLB5	reviewed	Y2319_MYCTU	Universal stress protein Rv2319c (USP Rv2319c)	Rv2319c MTCY3G12.15	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	292
P9WLB7	reviewed	Y2313_MYCTU	Uncharacterized protein Rv2313c	Rv2313c MTCY3G12.21	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	284
P9WLB9	reviewed	Y2312_MYCTU	Uncharacterized protein Rv2312	Rv2312 MTCY3G12.22c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	89
P9WLC1	reviewed	Y2311_MYCTU	Uncharacterized protein Rv2311	Rv2311 MTCY3G12.23c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	174
P9WLC3	reviewed	Y2310_MYCTU	Uncharacterized protein Rv2310	Rv2310 MTCY3G12.24c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	114
P9WLC5	reviewed	Y2308_MYCTU	Uncharacterized protein Rv2308	Rv2308 MTCY339.01c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	238
P9WLC9	reviewed	Y2306_MYCTU	Uncharacterized protein Rv2306c	Rv2306c MTCY339.03	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	208
P9WLD1	reviewed	Y2305_MYCTU	Uncharacterized protein Rv2305	Rv2305 MTCY339.04c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	429
P9WLD3	reviewed	Y2304_MYCTU	Uncharacterized protein Rv2304c	Rv2304c MTCY339.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	69
P9WLD5	reviewed	Y2302_MYCTU	Uncharacterized protein Rv2302	Rv2302 MTCY339.07c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	80
P9WLD9	reviewed	Y2297_MYCTU	Uncharacterized protein Rv2297	Rv2297 MTCY339.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	150
P9WLE3	reviewed	Y2292_MYCTU	Uncharacterized protein Rv2292c	Rv2292c MTCY339.18	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	74
P9WLE5	reviewed	Y2288_MYCTU	Uncharacterized protein Rv2288	Rv2288 MTCY339.22c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	125
P9WLE7	reviewed	Y2286_MYCTU	Uncharacterized protein Rv2286c	Rv2286c MTCY339.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	230
P9WLE9	reviewed	Y2283_MYCTU	Uncharacterized protein Rv2283	Rv2283 MTCY339.27c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	64
P9WLF1	reviewed	Y2277_MYCTU	Uncharacterized protein Rv2277c	Rv2277c MTCY339.33	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	301
P9WLF3	reviewed	Y2273_MYCTU	Uncharacterized protein Rv2273	Rv2273 MTCY339.37c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	109
P9WLF5	reviewed	Y2272_MYCTU	Uncharacterized protein Rv2272	Rv2272 MTCY339.38c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	122
